platform_id,name
8364,EDGWARE RD H&C CIRCLE OR           
7941,HOLLOWAY ROAD EB                   
8137,FINSBURY PARK PICCADILLY WB        
7931,BOUNDS GREEN EB                    
7928,SOUTHGATE WB                       
7740,TUFNELL PARK NB                    
7737,HIGHGATE SB                        
8484,OLD STREET NORTHERN NB             
8158,KINGS CROSS NORTHERN SB            
7966,SUDBURY TOWN EB                    
7960,PARK ROYAL WB                      
8403,TOWER HILL DISTRICT EB             
8390,WHITECHAPEL DISTRICT WB            
8379,LIVERPOOL ST H&C EB                
8512,WHITECHAPEL H&C WB                 
8401,TOWER HILL CIRCLE IR               
8377,LIVERPOOL ST CIRCLE OR             
7516,FARRINGDON H&C EB                  
8469,MOORGATE H&C WB                    
7515,FARRINGDON MET SB                  
8466,MOORGATE MET NB                    
8464,MOORGATE CIRCLE IR                 
7513,FARRINGDON CIRCLE OR               
8329,EALING COMMON DISTRICT EB          
7923,CHISWICK PARK WB                   
8327,EALING COMMON PICCADILLY EB        
7972,SOUTH EALING EB                    
8312,HAMMERSMITH D/P PICC WB            
8312,HAMMERSMITH D/P PICC WB
7695,HARROW/WSTONE BAK ARRS NB          
8210,ELEPHANT/CASTLE BAK ARRS SB        
8452,EPPING (MAIN) ARRS EB              
4552,WOODFORD FROM HAINAULT EB          
8096,WEST RUISLIP CENTRAL ARRS WB       
8076,EALING BROADWAY CENT ARRS WB       
4550,H ST KEN DISTRICT OLYMPIA ARRS EB  
8583,EDGWARE RD H&C DIST ARRS EB        
8584,UPMINSTER DISTRICT ARRS EB         
7918,RICHMOND DISTRICT ARRS WB          
7895,WIMBLEDON DISTRICT ARRS WB         
8077,EALING BROADWAY DIST ARRS WB       
8589,STANMORE JUB ARRS NB               
8881,STRATFORD Jubilee ARRS SB          
8591,BARKING H&C ARRS EB                
8590,HAMMERSMITH H&C ARRS WB            
8595,ALDGATE MET ARRS SB                
8594,WATFORD ARRS NB                    
8593,CHESHAM ARRS NB                    
8592,AMERSHAM MET ARRS NB               
8602,UXBRIDGE MET ARRS NB               
8482,FINCHLEY CENTRAL NB                
8598,MILL HILL EAST ARRS NB             
8597,HIGH BARNET ARRS NB                
8596,EDGWARE ARRS NB                    
8599,MORDEN ARRS SB                     
8601,COCKFOSTERS ARRS EB                
8603,UXBRIDGE PICC ARRS WB              
7993,HEATHROW T4 WB                     
1115,HEATHROW T5 ARRIVALS WB            
8605,WALTHAMSTOW C VICTORIA ARRS NB     
8604,BRIXTON VICTORIA ARRS SB           
1202,HAMMERSMITH H&C CIRCLE ARRS WB     
8370,EDGWARE RD H&C CIRCLE ARRS OR      
8440,BANK W&C ARRS EB                   
8220,WATERLOO W&C ARRS WB               
4549,H ST KEN DISTRICT OLYMPIA DEPS WB  
8298,EARLS COURT DIST OLYMP WB          
7877,OLYMPIA DISTRICT ARRS WB           
,
,,
,            
